,Open,High,Low,Close,Volume
2023-03-29 13:28:00,249.097,249.128,249.051,249.095,100.0
2023-03-29 13:27:00,249.319,249.374,249.169,249.341,400.0
2023-03-29 13:26:00,249.265,249.296,249.219,249.262,100.0
2023-03-29 13:25:00,249.255,249.286,249.15,249.193,300.0
2023-03-29 13:24:00,249.245,249.276,249.199,249.243,100.0
2023-03-29 13:21:00,249.393,249.424,249.15,249.193,900.0
2023-03-29 13:19:00,249.467,249.498,249.421,249.464,127.0
2023-03-29 13:18:00,249.398,249.429,249.352,249.395,100.0
2023-03-29 13:17:00,249.511,249.542,249.406,249.45,200.0
2023-03-29 13:14:00,249.338,249.37,249.288,249.331,700.0
2023-03-29 13:13:00,249.462,249.493,249.297,249.41,1000.0
2023-03-29 13:12:00,249.412,249.517,249.366,249.43,1400.0
2023-03-29 13:11:00,249.402,249.473,249.307,249.42,1000.0
2023-03-29 13:10:00,249.427,249.458,249.381,249.425,100.0
2023-03-29 13:09:00,249.314,249.453,249.268,249.42,300.0
2023-03-29 13:08:00,249.201,249.394,249.155,249.312,1203.0
2023-03-29 13:07:00,249.176,249.207,249.13,249.174,300.0
2023-03-29 13:06:00,249.388,249.503,249.248,249.292,922.0
2023-03-29 13:05:00,249.496,249.527,249.342,249.386,1100.0
2023-03-29 13:04:00,249.58,249.626,249.386,249.568,2000.0
2023-03-29 13:02:00,249.442,249.591,249.396,249.558,600.0
2023-03-29 13:01:00,249.471,249.675,249.396,249.44,2900.0
2023-03-29 13:00:00,249.491,249.532,249.258,249.499,2700.0
2023-03-29 12:59:00,249.353,249.567,249.307,249.533,1720.0
2023-03-29 12:58:00,249.304,249.335,249.258,249.302,520.0
2023-03-29 12:57:00,249.304,249.365,249.258,249.331,604.0
2023-03-29 12:56:00,249.422,249.453,249.307,249.351,230.0
2023-03-29 12:55:00,249.511,249.631,249.465,249.524,700.0
2023-03-29 12:54:00,249.432,249.463,249.307,249.41,400.0
2023-03-29 12:52:00,249.378,249.409,249.332,249.376,100.0
2023-03-29 12:51:00,249.521,249.552,249.381,249.425,400.0
2023-03-29 12:48:00,249.407,249.438,249.362,249.405,100.0
2023-03-29 12:46:00,249.417,249.448,249.371,249.415,100.0
2023-03-29 12:44:00,249.609,249.64,249.43,249.499,400.0
2023-03-29 12:43:00,249.669,249.7,249.623,249.666,100.0
2023-03-29 12:41:00,249.728,249.759,249.682,249.726,131.0
2023-03-29 12:40:00,249.841,249.877,249.677,249.721,900.0
2023-03-29 12:39:00,249.905,249.971,249.662,249.839,1707.0
2023-03-29 12:38:00,249.757,249.931,249.711,249.863,1200.0
2023-03-29 12:37:00,249.851,249.956,249.662,249.706,1200.0
2023-03-29 12:36:00,249.787,249.818,249.741,249.785,100.0
2023-03-29 12:35:00,249.635,249.872,249.589,249.839,400.0
2023-03-29 12:34:00,249.806,249.907,249.731,249.775,400.0
2023-03-29 12:33:00,250.082,250.113,250.036,250.08,100.0
2023-03-29 12:32:00,250.092,250.123,250.046,250.09,100.0
2023-03-29 12:31:00,250.092,250.182,250.017,250.06,600.0
2023-03-29 12:30:00,249.826,250.044,249.78,250.011,400.0
2023-03-29 12:29:00,249.875,249.907,249.829,249.873,100.0
2023-03-29 12:28:00,249.87,249.902,249.824,249.868,100.0
2023-03-29 12:27:00,250.181,250.251,249.948,250.041,710.0
2023-03-29 12:26:00,250.05,250.081,250.004,250.048,100.0
2023-03-29 12:25:00,250.171,250.202,250.056,250.1,200.0
2023-03-29 12:23:00,250.151,250.182,250.105,250.149,200.0
2023-03-29 12:22:00,250.141,250.173,249.967,250.046,400.0
2023-03-29 12:20:00,250.26,250.291,250.209,250.253,400.0
2023-03-29 12:19:00,250.141,250.173,249.967,250.011,715.0
2023-03-29 12:18:00,250.043,250.074,249.997,250.041,211.0
2023-03-29 12:17:00,250.043,250.074,249.933,249.977,200.0
2023-03-29 12:16:00,250.131,250.162,250.085,250.128,100.0
2023-03-29 12:15:00,250.013,250.064,249.967,250.031,800.0
2023-03-29 12:14:00,250.063,250.094,250.017,250.06,100.0
2023-03-29 12:13:00,249.994,250.025,249.948,249.992,100.0
2023-03-29 12:10:00,249.959,249.99,249.913,249.957,200.0
2023-03-29 12:08:00,249.969,250.0,249.908,249.952,200.0
2023-03-29 12:06:00,249.974,250.005,249.849,249.913,314.0
2023-03-29 12:04:00,250.169,250.2,250.007,250.051,300.0
2023-03-29 12:03:00,249.949,249.98,249.903,249.947,100.0
2023-03-29 12:02:00,250.176,250.207,250.036,250.134,600.0
2023-03-29 12:01:00,250.215,250.246,250.169,250.213,100.0
2023-03-29 11:55:00,250.043,250.074,249.997,250.041,400.0
2023-03-29 11:53:00,250.247,250.279,249.879,249.923,504.0
2023-03-29 11:52:00,250.26,250.291,250.1,250.144,200.0
2023-03-29 11:50:00,249.959,250.32,249.839,250.287,902.0
2023-03-29 11:49:00,250.063,250.094,250.017,250.06,200.0
2023-03-29 11:47:00,250.27,250.301,250.223,250.267,100.0
2023-03-29 11:46:00,250.407,250.439,250.361,250.405,130.0
2023-03-29 11:45:00,250.141,250.212,250.095,250.179,300.0
2023-03-29 11:44:00,250.141,250.173,250.056,250.1,635.0
2023-03-29 11:43:00,250.23,250.261,250.184,250.228,100.0
2023-03-29 11:42:00,250.319,250.35,250.066,250.11,609.0
2023-03-29 11:41:00,250.294,250.33,250.194,250.238,300.0
2023-03-29 11:40:00,250.294,250.325,250.248,250.292,200.0
2023-03-29 11:39:00,250.304,250.335,250.258,250.302,100.0
2023-03-29 11:36:00,250.22,250.345,250.174,250.312,200.0
2023-03-29 11:35:00,250.141,250.35,250.095,250.317,614.0
2023-03-29 11:33:00,249.959,250.133,249.913,249.982,300.0
2023-03-29 11:32:00,250.043,250.094,249.997,250.06,200.0
2023-03-29 11:31:00,249.875,250.025,249.829,249.992,300.0
2023-03-29 11:29:00,249.703,249.734,249.657,249.701,100.0
2023-03-29 11:27:00,250.008,250.04,249.957,250.001,200.0
2023-03-29 11:25:00,250.102,250.133,250.007,250.051,200.0
2023-03-29 11:22:00,250.447,250.478,250.273,250.317,523.0
2023-03-29 11:21:00,250.403,250.434,250.356,250.4,100.0
2023-03-29 11:20:00,250.181,250.359,250.135,250.267,1019.0
2023-03-29 11:18:00,250.358,250.389,250.312,250.356,100.0
2023-03-29 11:16:00,250.595,250.626,250.549,250.593,100.0
2023-03-29 11:15:00,250.521,250.552,250.371,250.415,400.0
2023-03-29 11:14:00,250.585,250.636,250.529,250.602,400.0
2023-03-29 11:12:00,250.536,250.567,250.45,250.494,200.0
2023-03-29 11:10:00,250.634,250.724,250.588,250.691,421.0
2023-03-29 11:09:00,250.737,250.769,250.691,250.735,100.0
2023-03-29 11:08:00,250.604,250.636,250.558,250.602,100.0
2023-03-29 11:06:00,250.604,250.665,250.558,250.607,300.0
2023-03-29 11:05:00,250.811,250.882,250.637,250.681,500.0
2023-03-29 11:04:00,250.999,251.04,250.893,250.937,311.0
2023-03-29 11:03:00,250.92,250.951,250.874,250.918,100.0
2023-03-29 11:02:00,250.999,251.03,250.952,250.996,100.0
2023-03-29 11:01:00,250.683,250.744,250.514,250.711,850.0
2023-03-29 10:59:00,250.742,250.783,250.696,250.75,200.0
2023-03-29 10:58:00,250.644,250.675,250.578,250.622,200.0
2023-03-29 10:57:00,250.772,250.843,250.696,250.809,300.0
2023-03-29 10:56:00,250.851,250.961,250.79,250.834,500.0
2023-03-29 10:55:00,250.585,250.616,250.539,250.583,1079.0
2023-03-29 10:54:00,250.624,250.655,250.549,250.593,400.0
2023-03-29 10:53:00,250.752,250.783,250.706,250.75,100.0
2023-03-29 10:52:00,250.585,250.616,250.539,250.583,100.0
2023-03-29 10:51:00,251.186,251.217,250.923,250.967,300.0
2023-03-29 10:50:00,251.028,251.109,250.982,251.075,300.0
2023-03-29 10:49:00,250.836,250.867,250.691,250.735,200.0
2023-03-29 10:48:00,250.87,250.902,250.765,250.809,200.0
2023-03-29 10:47:00,250.752,250.833,250.677,250.799,300.0
2023-03-29 10:43:00,251.146,251.178,251.1,251.144,100.0
2023-03-29 10:42:00,251.235,251.375,251.189,251.262,300.0
2023-03-29 10:41:00,251.112,251.187,251.066,251.154,200.0
2023-03-29 10:40:00,251.068,251.099,251.021,251.066,100.0
2023-03-29 10:39:00,251.57,251.601,251.199,251.45,1344.0
2023-03-29 10:36:00,251.698,251.779,251.652,251.745,200.0
2023-03-29 10:35:00,251.634,251.769,251.588,251.735,200.0
2023-03-29 10:33:00,251.935,251.966,251.888,251.932,101.0
2023-03-29 10:32:00,251.806,251.838,251.735,251.78,200.0
2023-03-29 10:30:00,251.6,251.631,251.553,251.597,100.0
2023-03-29 10:27:00,251.659,251.69,251.612,251.657,202.0
2023-03-29 10:26:00,251.481,251.513,251.435,251.479,100.0
2023-03-29 10:25:00,251.417,251.478,251.371,251.445,200.0
2023-03-29 10:24:00,251.927,251.959,251.484,251.528,300.0
2023-03-29 10:23:00,252.141,252.173,251.795,251.839,200.0
2023-03-29 10:22:00,252.048,252.079,252.001,252.046,100.0
2023-03-29 10:21:00,252.004,252.055,251.937,252.001,738.0
2023-03-29 10:20:00,251.816,251.995,251.652,251.834,995.0
2023-03-29 10:19:00,251.974,252.005,251.681,251.745,600.0
2023-03-29 10:18:00,251.954,251.986,251.908,251.952,100.0
2023-03-29 10:17:00,251.974,252.005,251.928,251.972,100.0
2023-03-29 10:16:00,251.944,252.035,251.898,252.001,200.0
2023-03-29 10:15:00,251.752,251.783,251.706,251.75,1258.0
2023-03-29 10:13:00,251.954,251.986,251.809,251.918,2900.0
2023-03-29 10:12:00,251.984,252.326,251.78,251.923,7654.0
2023-03-29 10:11:00,252.122,252.153,252.075,252.12,579.0
2023-03-29 10:10:00,252.348,252.508,252.075,252.12,300.0
2023-03-29 10:08:00,252.279,252.528,252.184,252.238,600.0
2023-03-29 10:06:00,252.151,252.183,252.105,252.149,100.0
2023-03-29 10:05:00,252.279,252.528,252.233,252.346,500.0
2023-03-29 10:04:00,252.338,252.37,252.253,252.312,300.0
2023-03-29 10:03:00,252.437,252.468,252.391,252.435,100.0
2023-03-29 10:02:00,252.181,252.212,252.134,252.179,200.0
2023-03-29 10:01:00,252.442,252.473,252.395,252.44,100.0
2023-03-29 10:00:00,252.22,252.252,252.105,252.149,200.0
2023-03-29 09:58:00,252.181,252.232,251.696,251.952,800.0
2023-03-29 09:57:00,252.23,252.409,252.174,252.376,300.0
2023-03-29 09:56:00,252.348,252.38,252.174,252.218,300.0
2023-03-29 09:55:00,252.427,252.459,252.331,252.425,400.0
2023-03-29 09:54:00,252.762,253.02,252.253,252.514,2170.0
2023-03-29 09:53:00,252.782,252.813,252.721,252.765,200.0
2023-03-29 09:51:00,252.555,252.587,252.509,252.553,100.0
2023-03-29 09:50:00,252.457,252.488,252.41,252.455,104.0
2023-03-29 09:49:00,252.664,252.695,252.026,252.07,200.0
2023-03-29 09:46:00,252.22,252.35,252.174,252.218,300.0
2023-03-29 09:45:00,253.388,253.419,252.174,252.322,852.0
2023-03-29 09:44:00,253.353,253.409,253.307,253.376,200.0
2023-03-29 09:43:00,253.6,253.779,253.331,253.686,550.0
2023-03-29 09:42:00,253.54,253.572,253.031,253.371,1100.0
2023-03-29 09:41:00,254.191,254.222,253.651,253.696,776.0
2023-03-29 09:40:00,254.141,254.488,254.095,254.455,200.0
2023-03-29 09:36:00,253.235,253.769,253.179,253.735,300.0
2023-03-29 09:35:00,253.797,253.882,253.08,253.144,797.0
2023-03-29 09:32:00,253.989,254.02,252.617,252.661,200.0
2023-03-29 09:30:00,254.979,255.011,252.642,252.686,4970.0
2023-03-28 16:02:00,252.476,252.508,252.43,252.474,1764.0
2023-03-28 16:01:00,252.476,252.508,252.43,252.474,303.0
2023-03-28 16:00:00,252.476,252.508,252.43,252.474,55283.0
2023-03-28 15:59:00,252.112,252.547,252.065,252.474,7287.0
2023-03-28 15:58:00,252.132,252.217,251.997,252.139,3124.0
2023-03-28 15:57:00,252.151,252.311,252.046,252.198,5390.0
2023-03-28 15:56:00,251.944,252.153,251.898,252.1,3315.0
2023-03-28 15:55:00,252.053,252.143,251.8,251.854,2874.0
2023-03-28 15:54:00,252.112,252.252,252.001,252.046,2187.0
2023-03-28 15:53:00,252.162,252.257,252.046,252.198,1779.0
2023-03-28 15:52:00,252.181,252.35,252.105,252.159,3878.0
2023-03-28 15:51:00,252.033,252.143,251.928,252.11,1504.0
2023-03-28 15:50:00,252.004,252.045,251.701,251.982,1726.0
2023-03-28 15:49:00,251.797,251.956,251.75,251.893,1500.0
2023-03-28 15:48:00,251.821,251.853,251.765,251.809,200.0
2023-03-28 15:47:00,251.619,251.779,251.573,251.706,1670.0
2023-03-28 15:46:00,251.54,251.641,251.494,251.558,820.0
2023-03-28 15:45:00,251.511,251.68,251.465,251.602,1960.0
2023-03-28 15:44:00,251.545,251.577,251.435,251.509,1500.0
2023-03-28 15:43:00,251.654,251.69,251.494,251.538,666.0
2023-03-28 15:42:00,251.649,251.68,251.603,251.647,100.0
2023-03-28 15:41:00,251.708,251.739,251.563,251.642,425.0
2023-03-28 15:40:00,251.856,251.892,251.671,251.716,968.0
2023-03-28 15:39:00,251.718,251.887,251.662,251.819,1000.0
2023-03-28 15:38:00,251.915,251.946,251.632,251.676,1054.0
2023-03-28 15:37:00,251.964,252.005,251.755,251.962,1112.0
2023-03-28 15:36:00,252.023,252.055,251.893,251.937,400.0
2023-03-28 15:35:00,251.885,251.917,251.839,251.883,100.0
2023-03-28 15:34:00,251.994,252.05,251.849,251.893,1482.0
2023-03-28 15:33:00,251.624,251.808,251.578,251.775,600.0
2023-03-28 15:32:00,251.619,251.656,251.573,251.622,200.0
2023-03-28 15:31:00,251.58,251.631,251.519,251.597,584.0
2023-03-28 15:30:00,251.619,251.651,251.534,251.578,300.0
2023-03-28 15:29:00,251.614,251.685,251.454,251.652,1142.0
2023-03-28 15:28:00,251.669,251.7,251.622,251.666,100.0
2023-03-28 15:27:00,251.777,251.808,251.617,251.661,400.0
2023-03-28 15:26:00,251.885,251.917,251.78,251.873,600.0
2023-03-28 15:25:00,251.925,252.035,251.878,251.992,401.0
2023-03-28 15:24:00,251.984,252.074,251.849,251.927,1107.0
2023-03-28 15:22:00,251.905,251.971,251.849,251.903,700.0
2023-03-28 15:21:00,251.974,252.005,251.928,251.972,100.0
2023-03-28 15:19:00,251.56,251.749,251.514,251.716,900.0
2023-03-28 15:18:00,251.501,251.562,251.455,251.528,200.0
2023-03-28 15:17:00,251.521,251.552,251.474,251.519,200.0
2023-03-28 15:16:00,251.619,251.651,251.465,251.509,500.0
2023-03-28 15:15:00,251.654,251.685,251.607,251.652,113.0
2023-03-28 15:14:00,251.654,251.685,251.607,251.652,100.0
2023-03-28 15:13:00,251.718,251.749,251.563,251.607,750.0
2023-03-28 15:11:00,251.821,251.853,251.745,251.804,300.0
2023-03-28 15:10:00,252.072,252.104,251.79,251.834,2293.0
2023-03-28 15:09:00,252.132,252.163,252.085,252.129,100.0
2023-03-28 15:08:00,252.151,252.183,252.105,252.149,100.0
2023-03-28 15:07:00,252.161,252.212,252.115,252.179,200.0
2023-03-28 15:06:00,252.102,252.202,252.056,252.12,1000.0
2023-03-28 15:05:00,252.141,252.173,252.006,252.06,300.0
2023-03-28 15:04:00,252.092,252.183,252.046,252.11,500.0
2023-03-28 15:03:00,252.156,252.188,251.997,252.041,200.0
2023-03-28 15:01:00,252.161,252.193,252.115,252.159,100.0
2023-03-28 15:00:00,252.151,252.193,252.105,252.149,500.0
2023-03-28 14:58:00,252.018,252.05,251.972,252.016,100.0
2023-03-28 14:56:00,251.974,252.005,251.859,251.903,500.0
2023-03-28 14:55:00,252.023,252.055,251.977,252.021,100.0
2023-03-28 14:54:00,252.004,252.035,251.957,252.001,100.0
2023-03-28 14:53:00,252.146,252.178,251.846,251.952,1376.0
2023-03-28 14:52:00,251.994,252.025,251.947,251.992,200.0
2023-03-28 14:51:00,251.89,251.922,251.844,251.888,100.0
2023-03-28 14:50:00,251.885,251.922,251.839,251.888,300.0
2023-03-28 14:48:00,251.885,251.941,251.839,251.908,200.0
2023-03-28 14:47:00,251.954,251.986,251.908,251.952,100.0
2023-03-28 14:46:00,251.925,252.045,251.868,251.913,1301.0
2023-03-28 14:45:00,251.875,251.907,251.829,251.873,100.0
2023-03-28 14:44:00,251.885,251.966,251.721,251.765,1667.0
2023-03-28 14:43:00,251.915,251.946,251.868,251.913,503.0
2023-03-28 14:41:00,251.826,251.858,251.681,251.726,600.0
2023-03-28 14:40:00,251.885,251.927,251.814,251.859,500.0
2023-03-28 14:37:00,251.757,251.789,251.711,251.755,100.0
2023-03-28 14:36:00,251.738,251.769,251.681,251.726,300.0
2023-03-28 14:34:00,251.609,251.67,251.563,251.637,200.0
2023-03-28 14:33:00,251.649,251.68,251.603,251.647,100.0
2023-03-28 14:32:00,251.639,251.69,251.593,251.657,200.0
2023-03-28 14:31:00,251.772,251.803,251.642,251.686,300.0
2023-03-28 14:29:00,251.792,251.823,251.745,251.79,100.0
2023-03-28 14:27:00,251.802,251.833,251.75,251.794,200.0
2023-03-28 14:24:00,251.802,251.833,251.755,251.799,100.0
2023-03-28 14:22:00,252.063,252.094,251.957,252.021,700.0
2023-03-28 14:21:00,252.176,252.262,251.977,252.021,2306.0
2023-03-28 14:20:00,252.25,252.281,252.174,252.218,769.0
2023-03-28 14:19:00,251.915,252.252,251.868,252.218,1036.0
2023-03-28 14:18:00,252.048,252.079,251.797,251.841,980.0
2023-03-28 14:17:00,252.048,252.079,252.001,252.046,200.0
2023-03-28 14:16:00,252.112,252.143,252.065,252.11,100.0
2023-03-28 14:11:00,252.127,252.158,252.08,252.125,200.0
2023-03-28 14:07:00,252.319,252.35,252.075,252.125,500.0
2023-03-28 14:06:00,252.294,252.409,252.248,252.376,200.0
2023-03-28 14:05:00,252.289,252.385,252.243,252.351,222.0
2023-03-28 14:04:00,252.447,252.483,252.351,252.45,400.0
2023-03-28 14:03:00,252.467,252.597,252.331,252.391,1452.0
2023-03-28 14:00:00,252.348,252.537,252.282,252.336,1740.0
2023-03-28 13:58:00,252.191,252.222,252.144,252.189,200.0
2023-03-28 13:56:00,252.21,252.316,252.125,252.198,400.0
2023-03-28 13:55:00,252.447,252.483,252.317,252.361,500.0
2023-03-28 13:54:00,252.427,252.508,252.381,252.425,400.0
2023-03-28 13:53:00,252.319,252.454,252.272,252.42,200.0
2023-03-28 13:52:00,252.319,252.35,252.272,252.317,100.0
2023-03-28 13:51:00,252.401,252.432,252.355,252.399,100.0
2023-03-28 13:50:00,252.314,252.449,252.267,252.415,421.0
2023-03-28 13:49:00,252.24,252.271,252.194,252.238,200.0
2023-03-28 13:47:00,252.212,252.243,252.166,252.21,425.0
2023-03-28 13:46:00,252.383,252.414,252.336,252.381,100.0
2023-03-28 13:45:00,252.314,252.345,252.144,252.27,600.0
2023-03-28 13:42:00,252.388,252.419,252.341,252.386,100.0
2023-03-28 13:41:00,252.373,252.404,252.327,252.371,100.0
2023-03-28 13:38:00,252.388,252.419,252.282,252.327,200.0
2023-03-28 13:37:00,252.314,252.345,252.267,252.312,191.0
2023-03-28 13:35:00,252.348,252.429,252.302,252.395,500.0
2023-03-28 13:34:00,252.289,252.321,252.213,252.258,200.0
2023-03-28 13:31:00,252.338,252.37,252.292,252.336,100.0
2023-03-28 13:30:00,252.496,252.528,252.307,252.366,924.0
2023-03-28 13:29:00,252.575,252.666,252.528,252.632,308.0
2023-03-28 13:24:00,252.644,252.675,252.464,252.509,800.0
2023-03-28 13:23:00,252.772,252.803,252.627,252.671,200.0
2023-03-28 13:22:00,252.733,252.764,252.686,252.73,100.0
2023-03-28 13:16:00,252.733,252.774,252.686,252.74,200.0
2023-03-28 13:13:00,252.959,252.991,252.834,252.878,201.0
2023-03-28 13:12:00,253.063,253.094,253.016,253.06,100.0
2023-03-28 13:07:00,253.225,253.306,253.179,253.272,200.0
2023-03-28 13:05:00,253.649,253.749,253.326,253.371,964.0
2023-03-28 13:04:00,253.548,253.579,253.501,253.546,100.0
2023-03-28 13:02:00,253.816,253.848,253.543,253.588,1001.0
2023-03-28 13:01:00,253.92,253.951,253.873,253.918,100.0
2023-03-28 12:55:00,253.767,253.853,253.661,253.819,300.0
2023-03-28 12:53:00,253.644,253.809,253.597,253.745,800.0
2023-03-28 12:52:00,253.644,253.676,253.597,253.642,100.0
2023-03-28 12:49:00,253.747,253.779,253.701,253.745,100.0
2023-03-28 12:48:00,253.747,253.779,253.701,253.745,103.0
2023-03-28 12:47:00,253.619,253.651,253.573,253.617,100.0
2023-03-28 12:46:00,253.624,253.656,253.578,253.622,100.0
2023-03-28 12:45:00,253.733,253.764,253.686,253.73,100.0
2023-03-28 12:44:00,253.609,253.641,253.563,253.607,100.0
2023-03-28 12:42:00,253.595,253.769,253.548,253.735,200.0
2023-03-28 12:36:00,253.334,253.365,253.287,253.331,107.0
2023-03-28 12:31:00,253.442,253.488,253.366,253.455,300.0
2023-03-28 12:30:00,253.629,253.661,253.568,253.612,200.0
2023-03-28 12:28:00,253.905,253.976,253.819,253.863,700.0
2023-03-28 12:27:00,253.659,253.769,253.612,253.735,600.0
2023-03-28 12:26:00,253.826,253.858,253.779,253.824,100.0
2023-03-28 12:25:00,253.925,253.976,253.878,253.932,800.0
2023-03-28 12:24:00,253.935,253.966,253.888,253.932,100.0
2023-03-28 12:20:00,253.605,253.636,253.514,253.578,300.0
2023-03-28 12:19:00,253.284,253.331,253.09,253.297,610.0
2023-03-28 12:18:00,253.403,253.439,253.218,253.302,600.0
2023-03-28 12:17:00,253.407,253.439,253.361,253.405,100.0
2023-03-28 12:15:00,253.358,253.39,253.312,253.356,100.0
2023-03-28 12:14:00,253.176,253.207,253.129,253.174,100.0
2023-03-28 12:13:00,253.334,253.365,253.287,253.331,269.0
2023-03-28 12:12:00,253.324,253.355,253.277,253.322,100.0
2023-03-28 12:10:00,253.339,253.37,253.292,253.336,100.0
2023-03-28 12:09:00,253.206,253.237,253.119,253.203,1167.0
2023-03-28 12:07:00,253.206,253.306,253.149,253.203,2158.0
2023-03-28 12:06:00,253.353,253.523,253.119,253.164,2242.0
2023-03-28 12:04:00,252.944,253.321,252.898,253.287,1491.0
2023-03-28 12:02:00,252.91,252.941,252.863,252.908,100.0
2023-03-28 12:00:00,252.959,253.03,252.913,252.996,1157.0
2023-03-28 11:56:00,252.89,252.991,252.804,252.849,2127.0
2023-03-28 11:55:00,252.93,253.02,252.824,252.868,2072.0
2023-03-28 11:54:00,252.915,252.946,252.854,252.913,400.0
2023-03-28 11:52:00,252.91,252.941,252.844,252.888,200.0
2023-03-28 11:51:00,252.93,252.991,252.839,252.957,735.0
2023-03-28 11:50:00,252.811,252.902,252.765,252.859,500.0
2023-03-28 11:49:00,252.54,252.572,252.494,252.538,100.0
2023-03-28 11:48:00,252.831,252.863,252.509,252.681,1115.0
2023-03-28 11:46:00,252.959,252.991,252.913,252.957,328.0
2023-03-28 11:45:00,252.939,252.981,252.849,252.947,400.0
2023-03-28 11:43:00,252.841,252.877,252.794,252.844,200.0
2023-03-28 11:41:00,253.112,253.143,252.996,253.041,400.0
2023-03-28 11:40:00,253.196,253.237,253.11,253.154,1900.0
2023-03-28 11:38:00,253.058,253.114,252.957,253.08,400.0
2023-03-28 11:37:00,253.206,253.237,253.159,253.203,100.0
2023-03-28 11:36:00,253.206,253.296,253.031,253.203,4057.0
2023-03-28 11:35:00,253.087,253.119,253.021,253.065,222.0
2023-03-28 11:34:00,253.268,253.345,253.07,253.115,779.0
2023-03-28 11:33:00,253.215,253.267,253.115,253.159,336.0
2023-03-28 11:31:00,253.383,253.414,253.331,253.376,813.0
2023-03-28 11:30:00,253.334,253.385,253.188,253.253,513.0
2023-03-28 11:29:00,253.54,253.582,253.395,253.45,2574.0
2023-03-28 11:28:00,253.521,253.608,253.474,253.574,700.0
2023-03-28 11:27:00,253.609,253.641,253.563,253.607,100.0
2023-03-28 11:25:00,253.698,253.749,253.543,253.607,866.0
2023-03-28 11:23:00,253.59,253.621,253.543,253.588,100.0
2023-03-28 11:22:00,253.698,253.73,253.533,253.588,2000.0
2023-03-28 11:21:00,253.432,253.464,253.385,253.43,200.0
2023-03-28 11:20:00,253.56,253.592,253.514,253.558,100.0
2023-03-28 11:19:00,253.57,253.602,253.445,253.489,200.0
2023-03-28 11:17:00,253.274,253.459,253.228,253.415,400.0
2023-03-28 11:15:00,253.452,253.582,253.405,253.548,529.0
2023-03-28 11:13:00,253.235,253.483,253.179,253.45,913.0
2023-03-28 11:12:00,253.107,253.139,253.041,253.095,300.0
2023-03-28 11:09:00,253.412,253.444,253.366,253.41,100.0
2023-03-28 11:07:00,253.265,253.296,253.149,253.194,200.0
2023-03-28 11:06:00,253.472,253.503,253.228,253.272,496.0
2023-03-28 11:02:00,253.422,253.474,253.376,253.44,408.0
2023-03-28 11:01:00,253.767,253.828,253.001,253.046,7412.0
2023-03-28 11:00:00,253.457,253.69,253.41,253.657,200.0
2023-03-28 10:57:00,253.639,253.671,253.454,253.499,300.0
2023-03-28 10:56:00,253.728,253.759,253.681,253.726,101.0
2023-03-28 10:51:00,253.609,253.641,253.563,253.607,100.0
2023-03-28 10:50:00,253.491,253.789,253.445,253.745,400.0
2023-03-28 10:49:00,253.462,253.535,253.307,253.4,700.0
2023-03-28 10:48:00,253.871,253.902,253.622,253.666,200.0
2023-03-28 10:47:00,254.013,254.045,253.967,254.011,172.0
2023-03-28 10:45:00,253.6,253.769,253.553,253.735,316.0
2023-03-28 10:39:00,253.806,253.912,253.661,253.78,1106.0
2023-03-28 10:36:00,253.787,253.927,253.74,253.893,408.0
2023-03-28 10:35:00,253.462,253.749,253.415,253.716,207.0
2023-03-28 10:33:00,253.664,253.695,253.617,253.661,100.0
2023-03-28 10:32:00,253.987,254.018,253.94,253.984,150.0
2023-03-28 10:31:00,254.371,254.403,253.888,253.942,990.0
2023-03-28 10:29:00,254.132,254.321,254.085,254.287,600.0
2023-03-28 10:28:00,253.797,253.828,253.75,253.794,200.0
2023-03-28 10:27:00,254.043,254.075,253.878,253.923,400.0
2023-03-28 10:26:00,253.925,253.956,253.878,253.923,100.0
2023-03-28 10:25:00,253.757,253.789,253.711,253.755,304.0
2023-03-28 10:24:00,253.728,253.759,253.671,253.716,200.0
2023-03-28 10:23:00,253.886,253.918,253.839,253.884,200.0
2023-03-28 10:22:00,253.629,253.661,253.445,253.489,200.0
2023-03-28 10:19:00,253.767,253.946,253.72,253.913,200.0
2023-03-28 10:18:00,253.88,253.912,253.735,253.78,300.0
2023-03-28 10:17:00,253.935,253.966,253.74,253.785,200.0
2023-03-28 10:13:00,254.053,254.084,253.957,254.001,400.0
2023-03-28 10:11:00,254.24,254.272,253.789,253.834,508.0
2023-03-28 10:10:00,254.122,254.153,254.075,254.12,100.0
2023-03-28 10:09:00,254.018,254.05,253.972,254.016,100.0
2023-03-28 10:08:00,253.994,254.025,253.947,253.992,320.0
2023-03-28 10:07:00,253.708,253.74,253.573,253.706,302.0
2023-03-28 10:06:00,253.806,253.838,253.76,253.804,200.0
2023-03-28 10:04:00,253.787,253.878,253.73,253.844,300.0
2023-03-28 10:02:00,253.334,253.365,253.287,253.331,100.0
2023-03-28 10:01:00,253.058,253.089,253.011,253.056,100.0
2023-03-28 10:00:00,252.792,252.951,252.679,252.918,500.0
2023-03-28 09:58:00,253.383,253.414,253.336,253.381,200.0
2023-03-28 09:56:00,253.59,253.759,253.376,253.726,903.0
2023-03-28 09:49:00,253.757,253.956,253.711,253.824,400.0
2023-03-28 09:41:00,253.733,254.148,253.425,253.469,1054.0
2023-03-28 09:40:00,253.678,253.71,253.632,253.676,252.0
2023-03-28 09:38:00,253.678,254.222,253.336,254.189,962.0
